host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5249911,Bramiene,2013,2/27,963427,Zuid,Amsterdam,North Holland,1071,Netherlands,52.35579246,4.868914493,House,Entire home/apt,6,2,4,8,Real Bed,360,1,0,3,within an hour,1,2,100,10,10,10,10,10,10
5254323,Claire,2013,2/27,964076,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 LS,Netherlands,52.34283982,4.909552967,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0,0,2,within an hour,1,18,99,10,10,10,10,9,9
5268852,Marcel,2013,2/28,3432883,Zuid,Amsterdam,North Holland,1076 ST,Netherlands,52.34691015,4.860716637,Apartment,Entire home/apt,4,1,2,2,Real Bed,175,1,0,7,within a few hours,1,1,100,10,10,10,10,10,10
5274490,Sinuhe,2013,3/1,4502001,Centrum-West,Amsterdam,NH,1015 VJ,Netherlands,52.38132221,4.881507381,Apartment,Entire home/apt,2,1,2,2,Real Bed,160,0,0,1,within a few hours,0.75,1,100,10,10,10,10,10,8
5281067,Peter,2013,3/1,5836501,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1074 gj,Netherlands,52.3522275,4.90580654,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,110,4,25,3,N/A,N/A,0,,,,,,,
5284681,Fieke,2013,3/2,3909954,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.35572121,4.888808138,Apartment,Private room,2,1,1,1,Real Bed,90,1,0,1,N/A,N/A,2,100,10,10,9,10,10,9
5285954,Caitie,2013,3/2,1968267,Centrum-West,Amsterdam,North Holland,1015 NH,Netherlands,52.3768705,4.882951253,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,135,3,25,5,within a day,0.89,58,93,9,10,10,10,10,9
5287167,Le,2013,3/2,4337733,Oud-Oost,Amsterdam,North Holland,1093 CN,Netherlands,52.36329155,4.928009869,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,N/A,N/A,2,,,,,,,
5290046,Roelof,2013,3/2,1017951,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.35283235,4.892866991,Apartment,Entire home/apt,6,1.5,3,6,Real Bed,125,2,25,3,within a few hours,1,5,95,9,9,10,10,10,9
5297920,Ci,2013,3/3,1390050,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,,Netherlands,52.37684979,4.920502864,Apartment,Entire home/apt,4,1,1,2,Real Bed,145,1,0,3,within a few hours,0.88,6,90,9,8,10,10,9,9
5297940,Helga,2013,3/3,969862,Zuid,Amsterdam,North Holland,1076 CW,Netherlands,52.3411247,4.84762403,Other,Entire home/apt,3,1,1,3,Real Bed,85,2,30,2,within a few hours,1,19,89,10,10,10,10,9,9
5299087,Nick,2013,3/3,4774677,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1094 HA,Netherlands,52.36351578,4.932992401,Apartment,Entire home/apt,2,1,2,1,Real Bed,95,1,0,2,within an hour,1,2,100,9,10,10,10,10,9
5299179,Fabian,2013,3/3,4410816,Watergraafsmeer,Amsterdam,Noord-Holland,1092JM,Netherlands,52.35419626,4.926576546,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,3,within a few hours,1,0,,,,,,,
5304405,Bas,2013,3/3,970749,Centrum-Oost,Amsterdam,North Holland,1072 VZ,Netherlands,52.36464292,4.882710751,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,2,N/A,N/A,18,98,10,10,10,10,10,10
5305276,Toni & Marike,2013,3/3,3107162,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.37884272,4.852206446,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,0,0,2,within a day,0.8,5,92,9,8,9,9,9,9
5311045,Mirte,2013,3/4,1749960,Watergraafsmeer,Amsterdam,North Holland,1097,Netherlands,52.35315846,4.925833685,Apartment,Private room,4,1,1,2,Real Bed,60,2,20,2,within a few hours,1,30,88,10,8,10,10,9,9
5319170,Jeroen & Anniek,2013,3/4,1042439,Westerpark,Amsterdam,North Holland,1053 WP,Netherlands,52.37431387,4.870594345,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,2,within a day,1,24,97,10,9,10,10,10,9
5320140,Sophie,2013,3/4,2492675,Oud-Oost,Amsterdam,North Holland,1093,Netherlands,52.36464689,4.925209747,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,85,0,0,2,a few days or more,0.25,3,93,9,9,9,9,9,9
5320275,André,2013,3/4,3757160,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.35975863,4.862624581,Loft,Entire home/apt,2,1,0,1,Real Bed,110,1,0,2,within an hour,1,11,93,10,10,10,10,10,9
5320937,Rob & Jolanda,2013,3/4,2120210,Oud-Noord,Amsterdam,North Holland,1025 LP,Netherlands,52.39008696,4.928487518,House,Entire home/apt,7,2,6,6,Real Bed,220,4,30,2,within a few hours,0.93,7,100,10,10,10,10,10,10
5320937,Rob & Jolanda,2013,3/4,2120206,Oud-Noord,Amsterdam,North Holland,1025 LP,Netherlands,52.39174633,4.927295554,Bed & Breakfast,Private room,3,1,1,2,Real Bed,90,2,10,2,within a few hours,0.93,7,97,9,10,10,10,9,10
5320937,Rob & Jolanda,2013,3/4,3974845,Oud-Noord,Amsterdam,North Holland,1025 LP,Netherlands,52.39072997,4.926339017,Bed & Breakfast,Private room,2,1,1,1,Real Bed,80,0,0,2,within a few hours,0.93,12,98,10,10,10,10,10,10
5321422,Sara,2013,3/4,1999685,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.36951855,4.849664855,Apartment,Entire home/apt,5,1,3,3,Real Bed,100,2,25,3,within a day,0.5,3,100,10,8,10,10,9,9
5321701,Maud,2013,3/4,5595743,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1073 LP,Netherlands,52.35450233,4.90189025,Apartment,Private room,2,1,1,2,Real Bed,70,1,0,1,within a day,0.71,0,,,,,,,
5330248,Ellis,2013,3/5,4266630,Zuid,Amsterdam,North Holland,1059 TC,Netherlands,52.3473456,4.846429006,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,1,within a few hours,1,0,,,,,,,
5330753,Rene & Ellen,2013,3/5,974725,Oud-Noord,Amsterdam,North Holland,1034 ZD,Netherlands,52.39960491,4.92026364,Apartment,Entire home/apt,4,1,2,2,Real Bed,120,2,35,2,within an hour,1,5,96,10,10,10,10,9,9
5330753,Rene & Ellen,2013,3/5,2976795,Oud-Noord,Amsterdam,North Holland,1034 ZD,Netherlands,52.40029892,4.919604223,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,1,0,2,within an hour,1,5,92,9,10,9,9,9,9
5335635,Quinty & Yore,2013,3/5,4035799,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 CJ,Netherlands,52.35850318,4.903852768,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,1,N/A,N/A,3,93,10,10,10,10,9,9
5336046,Side,2013,3/5,3769896,De Baarsjes - Oud-West,Amsterdam,North Holland,1052 rZ,Netherlands,52.37108191,4.870512991,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,2,25,2,N/A,N/A,0,,,,,,,
5343114,Pieter,2013,3/6,4560469,Centrum-West,Amsterdam,North Holland,1016 TN,Netherlands,52.36865118,4.879907684,Apartment,Entire home/apt,4,1,2,4,Real Bed,300,1,0,1,within an hour,1,1,100,10,10,10,10,10,8
5345129,Roderick,2013,3/6,978890,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35188503,4.899788913,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,1,within a day,1,2,100,10,10,10,10,10,10
5345260,Merel,2013,3/6,1431183,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35487538,4.894349428,House,Entire home/apt,2,1,1,1,Real Bed,175,1,0,2,within a few hours,0.79,3,93,10,9,10,10,10,9
5346300,Julien,2013,3/6,977123,Westerpark,Amsterdam,North Holland,1052,Netherlands,52.38246327,4.879507004,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,1,0,7,within an hour,1,4,93,10,8,10,10,10,9
5346424,Raymond,2013,3/6,977116,Centrum-Oost,Amsterdam,North Holland,1011 HJ,Netherlands,52.36747975,4.896617857,Bed & Breakfast,Entire home/apt,6,2,3,3,Real Bed,160,2,75,3,a few days or more,0.41,37,94,9,10,10,10,10,10
5346424,Raymond,2013,3/6,1073117,Centrum-West,Amsterdam,North Holland,1011 HJ,Netherlands,52.37066477,4.898012601,Bed & Breakfast,Entire home/apt,4,1,2,2,Real Bed,160,2,75,3,a few days or more,0.41,4,100,10,10,10,10,10,9
5346424,Raymond,2013,3/6,1106146,Centrum-West,Amsterdam,North Holland,1011 HJ,Netherlands,52.37090077,4.898557724,Bed & Breakfast,Private room,2,1,1,1,Real Bed,200,2,75,2,a few days or more,0.41,0,,,,,,,
5349643,Sasha,2013,3/6,999033,Centrum-Oost,Amsterdam,North Holland,1017 NE,Netherlands,52.3617043,4.88677361,Apartment,Entire home/apt,3,1,1,1,Real Bed,140,1,0,2,within a day,0.7,18,90,9,9,10,10,9,9
5349850,Johanna,2013,3/6,2929209,Zuid,Amsterdam,North Holland,1059,Netherlands,52.34764473,4.846910249,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,1,0,3,a few days or more,0.4,5,92,10,8,10,10,9,9
5351733,Esther,2013,3/6,978043,Centrum-Oost,Amsterdam,North Holland,1011 LE,Netherlands,52.36987602,4.90318925,Apartment,Entire home/apt,3,1,2,2,Real Bed,170,2,35,5,within a few hours,1,22,96,10,9,10,10,10,9
5351907,Mark,2013,3/6,4626747,Westerpark,Amsterdam,Noord-Holland,1052 GA,Netherlands,52.37925794,4.873770757,Apartment,Entire home/apt,4,1,2,2,Real Bed,85,2,35,2,within an hour,1,7,91,9,10,10,10,9,9
5357668,Frits,2013,3/7,1076673,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078,Netherlands,52.34696731,4.889336799,Apartment,Entire home/apt,4,1,2,2,Real Bed,120,2,40,4,within a few hours,1,11,91,9,7,9,10,10,9
5359512,Samantha,2013,3/7,4668381,Centrum-West,Amsterdam,Noord-Holland,1015GV,Netherlands,52.37641982,4.878399968,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,2,40,1,within a few hours,0.88,2,100,10,8,10,10,10,10
5360519,Ozlem,2013,3/7,5758685,Osdorp,Amsterdam,Noord-Holland,1069 GA,Netherlands,52.35907633,4.791076736,Apartment,Private room,2,1,1,1,Real Bed,60,2,20,1,within an hour,1,1,100,8,10,10,10,8,10
5364787,Tess,2013,3/7,1682706,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072 JL,Netherlands,52.35122637,4.893246542,Apartment,Entire home/apt,6,1,3,6,Real Bed,400,6,30,3,within a few hours,1,11,86,9,7,10,10,9,9
5365863,Tim,2013,3/7,1447024,Centrum-West,Amsterdam,North Holland,1016 HW,Netherlands,52.36945145,4.880751108,Apartment,Entire home/apt,3,1,0,3,Real Bed,140,2,40,2,within an hour,1,79,97,10,10,10,10,10,9
5368057,Gerrit Jan,2013,3/7,4286813,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054,Netherlands,52.35961187,4.858075713,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,1,0,3,within a day,0.5,2,100,9,10,10,10,10,10
5372719,Heiko,2013,3/8,989027,Westerpark,Amsterdam,North Holland,1013,Netherlands,52.38841228,4.880289615,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,2,0,4,within a day,0.8,11,96,9,10,10,10,10,9
5376351,Oliver,2013,3/8,2755514,Zuid,Amsterdam,Noord-Holland,1059,Netherlands,52.34787194,4.847499776,Loft,Entire home/apt,2,1,0,2,Real Bed,60,1,10,2,within a day,0.92,21,89,9,9,9,9,9,9
5376372,Hans,2013,3/8,2964432,Centrum-West,Amsterdam,North Holland,1016 AD,Netherlands,52.37007109,4.890327332,Apartment,Entire home/apt,4,1,2,2,Real Bed,220,1,0,3,within a few hours,1,2,100,10,9,10,10,10,9
5379757,Nazanin,2013,3/8,2542835,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1071 VC,Netherlands,52.35173357,4.886924022,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,119,1,99,3,within a few hours,0.96,6,83,9,8,9,10,10,8
5385445,Geerte,2013,3/9,4697415,Centrum-West,Amsterdam,Noord-Holland,1015 AM,Netherlands,52.37739812,4.891774374,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,3,within a day,0.6,5,100,10,10,10,10,10,10
5385764,Alan,2013,3/9,3860109,Zuid,Amsterdam,North Holland,1059 TB,Netherlands,52.34763288,4.846406182,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,40,4,N/A,N/A,0,,,,,,,
5387592,Kim,2013,3/9,5234612,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1094,Netherlands,52.36493218,4.932851125,Apartment,Entire home/apt,2,1,1,2,Real Bed,74,1,0,1,within a day,0.93,4,87,10,9,9,10,9,9
5396126,Anna,2013,3/10,1001004,Westerpark,Amsterdam,Noord-Holland,1013,Netherlands,52.39270959,4.88167486,Boat,Entire home/apt,16,3,7,16,Real Bed,400,15,0,2,within a few hours,0.89,16,98,10,10,10,10,9,10
5396126,Anna,2013,3/10,984095,Westerpark,Amsterdam,Noord-Holland,1013 AJ,Netherlands,52.39276725,4.883756865,Boat,Private room,16,3,1,16,Real Bed,35,1,35,1,within a few hours,0.89,33,92,9,9,10,10,8,9
5396126,Anna,2013,3/10,5712858,Westerpark,Amsterdam,Noord-Holland,1013,Netherlands,52.39242368,4.883638162,Bed & Breakfast,Private room,16,3,1,16,Real Bed,35,1,35,1,within a few hours,0.89,0,,,,,,,
5396126,Anna,2013,3/10,991680,Westerpark,Amsterdam,Noord-Holland,1013 AJ,Netherlands,52.39190353,4.881766192,Boat,Private room,16,3,1,16,Real Bed,35,1,35,1,within a few hours,0.89,31,93,9,10,9,10,9,9
5396126,Anna,2013,3/10,4391977,Westerpark,Amsterdam,Noord-Holland,1013,Netherlands,52.39276251,4.883765065,Boat,Private room,16,3,1,16,Real Bed,35,1,35,1,within a few hours,0.89,0,,,,,,,
5399286,Ron,2013,3/10,984477,Centrum-West,Amsterdam,North Holland,1013 KT,Netherlands,52.38702155,4.891416881,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,2,25,2,within a few hours,0.92,109,94,9,9,10,10,10,9
5400176,Femke,2013,3/10,4318718,Bos en Lommer,Amsterdam,North Holland,1055 BS,Netherlands,52.37657847,4.850389581,Apartment,Entire home/apt,4,1,2,1,Real Bed,200,1,0,1,N/A,N/A,1,100,10,10,10,10,8,8
5400416,Martijn,2013,3/10,1155617,Centrum-West,Amsterdam,North Holland,1015 XE,Netherlands,52.37500629,4.877909721,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,2,50,1,within a few hours,0.81,27,90,9,8,9,9,10,8
5400416,Martijn,2013,3/10,984643,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37466747,4.877700949,Apartment,Entire home/apt,4,1,1,1,Real Bed,99,2,25,1,within a few hours,0.81,119,90,9,9,9,9,10,9
5400633,Bart,2013,3/10,3588586,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 CB,Netherlands,52.36374124,4.878245269,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,2,within a day,0.8,1,80,10,10,10,10,8,6
5403147,Karstine,2013,3/10,984989,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.37658287,4.845293085,Apartment,Entire home/apt,2,1,0,1,Real Bed,55,2,0,1,within an hour,1,92,95,10,10,9,10,9,10
5405902,Andrew,2013,3/10,985365,Centrum-Oost,Amsterdam,North Holland,1017 WB,Netherlands,52.36079145,4.897169397,Apartment,Entire home/apt,5,1,2,2,Real Bed,129,2,25,2,within a few hours,1,62,92,9,9,9,9,10,9
5405902,Andrew,2013,3/10,2820243,Centrum-Oost,Amsterdam,North Holland,1017WB,Netherlands,52.36152923,4.897720467,Apartment,Entire home/apt,5,1,1,3,Real Bed,125,2,25,2,within a few hours,1,31,94,9,10,10,10,10,9
5413345,Michiel,2013,3/11,2798385,Westerpark,Amsterdam,North Holland,1013 AS,Netherlands,52.39149773,4.892045695,Apartment,Entire home/apt,3,1,0,2,Real Bed,89,2,40,2,within an hour,1,6,83,9,9,8,9,8,8
5417945,Hamed,2013,3/11,987355,Centrum-West,Amsterdam,North Holland,1012 SR,Netherlands,52.37574521,4.892947931,Bed & Breakfast,Private room,2,1,1,2,Real Bed,80,1,0,2,within a day,0.5,95,87,9,9,10,10,9,8
5421078,Jacqueline,2013,3/11,4435968,Watergraafsmeer,Amsterdam,North Holland,,Netherlands,52.34662836,4.939509538,House,Entire home/apt,2,1,1,1,Real Bed,155,1,0,2,within a few hours,1,1,100,10,10,10,10,10,10
5426765,Jeroen,2013,3/12,5321003,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053,Netherlands,52.37074586,4.874119687,Apartment,Entire home/apt,4,1,0,2,Real Bed,79,2,15,3,within an hour,0.95,6,97,10,9,10,10,10,10
5426765,Jeroen,2013,3/12,5782394,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053 ZX,Netherlands,52.37019032,4.873236018,Apartment,Entire home/apt,3,1,1,1,Real Bed,139,2,20,3,within an hour,0.95,0,,,,,,,
5431417,Adrien,2013,3/12,2749780,Centrum-West,Amsterdam,North Holland,1013 LC,Netherlands,52.38788821,4.886674232,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,1,0,2,within an hour,1,0,,,,,,,
5434912,Myrthe,2013,3/12,989940,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 ST,Netherlands,52.36180582,4.941447857,House,Entire home/apt,4,1,3,3,Real Bed,120,4,25,4,a few days or more,0.44,20,94,10,9,10,10,9,10
5436066,Emile,2013,3/12,3024793,Centrum-Oost,Amsterdam,North Holland,1018 CR,Netherlands,52.36813654,4.911425737,Loft,Entire home/apt,4,1,1,3,Real Bed,79,1,45,1,within an hour,1,16,91,10,9,10,10,10,9
5436352,Centina,2013,3/12,2549436,Zuid,Amsterdam,North Holland,1077 LK,Netherlands,52.34936494,4.877555289,Apartment,Entire home/apt,14,2,5,14,Real Bed,450,5,35,3,within a day,0.86,23,86,9,9,9,9,9,9
5436352,Centina,2013,3/12,2335362,Centrum-West,Amsterdam,North Holland,1053 LS,Netherlands,52.36777402,4.878234297,Apartment,Entire home/apt,8,1,2,8,Real Bed,320,4,40,3,within a day,0.86,21,92,10,9,9,9,9,9
5436352,Centina,2013,3/12,990100,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.36889797,4.873999477,Apartment,Entire home/apt,8,1,2,8,Real Bed,270,4,32,3,within a day,0.86,49,91,9,9,9,9,9,9
5436352,Centina,2013,3/12,2991320,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.36899262,4.881094443,Apartment,Entire home/apt,8,1,2,8,Real Bed,320,4,40,3,within a day,0.86,17,88,9,9,9,9,10,9
5436352,Centina,2013,3/12,1544440,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.36869221,4.911926753,Apartment,Entire home/apt,6,1,1,6,Real Bed,240,4,35,3,within a day,0.87,25,87,9,9,9,10,9,8
5441845,Roger,2013,3/13,5867423,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053 TN,Netherlands,52.36996256,4.864245828,Apartment,Entire home/apt,4,1,2,2,Real Bed,180,1,0,3,within a few hours,1,0,,,,,,,
5449615,Annet,2013,3/13,992499,Centrum-Oost,Amsterdam,North Holland,1017 AD,Netherlands,52.36760149,4.897789396,Boat,Entire home/apt,2,1,1,2,Real Bed,220,1,0,3,within a few hours,1,4,100,10,10,10,10,10,10
5461945,Stefan,2013,3/14,1026562,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36679021,4.87464509,Apartment,Entire home/apt,4,1,2,4,Real Bed,189,1,40,3,within an hour,1,81,97,10,10,10,10,10,9
5461945,Stefan,2013,3/14,1687052,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 ZG,Netherlands,52.36426195,4.870486247,Apartment,Entire home/apt,4,2,2,2,Real Bed,149,2,35,3,within an hour,1,68,96,10,10,10,10,10,10
5461945,Stefan,2013,3/14,4445275,Centrum-West,Amsterdam,North Holland,1015 AB,Netherlands,52.37754286,4.892326513,Boat,Entire home/apt,4,1,2,3,Real Bed,229,1,45,3,within an hour,1,11,100,10,10,10,10,10,10
5465040,Lilis,2013,3/14,1275067,Centrum-West,Amsterdam,North Holland,,Netherlands,52.37207954,4.885229938,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,0,1,within a few hours,1,17,95,10,10,10,10,10,9
5472530,Ellen & Arno,2013,3/15,996112,Centrum-Oost,Amsterdam,North Holland,1017 JX,Netherlands,52.36375042,4.884864748,Apartment,Entire home/apt,4,1,2,4,Real Bed,300,4,20,1,within a few hours,0.88,8,91,9,8,10,10,10,8
5476779,Janine,2013,3/15,1234725,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.3724664,4.860661078,Apartment,Entire home/apt,4,1,2,4,Real Bed,110,1,0,1,within an hour,0.96,6,88,8,9,10,9,8,9
5476779,Janine,2013,3/15,1261425,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37364212,4.860512821,Bed & Breakfast,Private room,2,,1,,Real Bed,45,1,0,1,within an hour,0.96,2,97,9,10,10,10,10,10
5476779,Janine,2013,3/15,1211536,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37358349,4.859920974,Bed & Breakfast,Private room,2,1,1,2,Real Bed,65,1,0,1,within an hour,0.96,24,90,9,10,10,10,9,9
5488056,Antonio,2013,3/16,1016849,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37183571,4.888289475,Bed & Breakfast,Entire home/apt,3,1,1,1,Real Bed,95,2,35,2,within an hour,1,112,94,9,9,10,10,10,9
5488056,Antonio,2013,3/16,998564,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37280653,4.888393534,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed,90,1,0,2,within an hour,1,102,93,9,10,10,10,10,9
5488056,Antonio,2013,3/16,1198731,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.3721986,4.887980646,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,2,within an hour,1,80,93,9,10,10,10,10,9
5488056,Antonio,2013,3/16,998941,Centrum-West,Amsterdam,North Holland,1016,Netherlands,52.37176218,4.887271572,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed,90,1,0,2,within an hour,1,98,94,9,9,10,10,10,9
5488484,Guido,2013,3/16,998754,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1057,Netherlands,52.36574424,4.859725293,Apartment,Entire home/apt,5,2,2,3,Real Bed,300,5,0,2,within an hour,1,41,95,9,9,10,10,9,9
5489703,Ed,2013,3/16,998822,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36301218,4.896758863,Apartment,Entire home/apt,4,1,2,3,Real Bed,210,2,50,2,within an hour,1,26,97,10,9,10,10,10,9
5499179,Charles,2013,3/17,1000252,Noord-West,Amsterdam,North Holland,1035 SX,Netherlands,52.42213011,4.900429615,House,Entire home/apt,4,1,2,2,Real Bed,150,1,0,1,within an hour,1,4,95,9,9,10,10,9,9
5503328,Marleen,2013,3/17,1000866,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,52.35237692,4.898830753,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,5,within a few hours,1,7,100,10,10,10,10,9,10
5503978,Jessie,2013,3/17,5211945,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1073TS,Netherlands,52.35233182,4.896593046,Apartment,Private room,2,2,1,1,Real Bed,40,1,10,3,within a few hours,1,1,100,10,10,10,10,10,10
5510103,Godfrey Hill & Dennis Van Huisum,2013,3/18,1001885,Centrum-West,Amsterdam,,1015 JK,Netherlands,52.37812407,4.88167336,Bed & Breakfast,Private room,2,1,1,2,Real Bed,130,1,0,1,within a day,0.7,8,95,10,10,10,9,10,9
5513568,Esther,2013,3/18,2151999,De Pijp - Rivierenbuurt,Amsterdam,North Holland,,Netherlands,52.34262675,4.9026314,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,165,4,25,3,within a few hours,1,18,98,10,10,10,10,9,10
5514145,Sander En Natasja,2013,3/18,2872433,Westerpark,Amsterdam,North Holland,1052 AD,Netherlands,52.38276311,4.878361471,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,3,N/A,N/A,0,,,,,,,
5515728,Aadrian,2013,3/18,1278487,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37988936,4.883275489,Apartment,Entire home/apt,2,,1,1,Real Bed,85,1,10,3,within a few hours,1,26,95,9,10,10,10,10,9
5515728,Aadrian,2013,3/18,1003070,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.38101554,4.881780752,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,10,3,within a few hours,1,42,96,9,10,10,10,10,9
5516496,Marieke,2013,3/18,2830788,Oud-Oost,Amsterdam,North Holland,1091TP,Netherlands,52.35091302,4.912646757,Bed & Breakfast,Entire home/apt,2,1,0,1,Real Bed,95,1,0,2,within an hour,1,14,97,9,9,10,10,9,9
5516937,Daniele,2013,3/18,5018147,Oud-Oost,Amsterdam,Noord-Holland,1091 SZ,Netherlands,52.35452979,4.910745142,Apartment,Private room,2,1.5,1,1,Real Bed,110,1,5,1,within a few hours,1,4,93,9,9,10,10,10,9
5519895,Michelle,2013,3/18,3266103,Centrum-West,North Holland,Jordaan Amsterdam,1015 KE,Netherlands,52.38073709,4.882742451,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,2,within a few hours,1,7,97,10,9,10,10,10,9
5524871,Agnieszka,2013,3/19,4031690,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 GS,Netherlands,52.36520241,4.863802777,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,1,0,2,within an hour,1,4,95,10,10,10,10,10,10
